customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
6682-vcixc,female,0,yes,yes,43,no,no phone service,dsl,yes,yes,no,yes,yes,no,one year,yes,bank transfer (automatic),51.25,2151.6,no
4791-qrgmf,male,0,yes,no,59,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,bank transfer (automatic),99.5,5961.1,yes
6475-vhuiz,female,0,yes,no,23,yes,no,dsl,no,no,yes,yes,no,no,month-to-month,no,electronic check,54.25,1221.55,no
3910-mrqoy,female,0,yes,no,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.4,1496.45,no
0661-wcqnq,male,0,yes,no,22,yes,no,dsl,yes,no,no,yes,no,no,one year,yes,credit card (automatic),56.25,1292.2,no
7537-rbwea,female,0,no,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,25.15,25.15,no
4656-caurt,male,0,no,no,69,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),23.95,1713.1,no
0121-snyrk,male,0,no,no,50,no,no phone service,dsl,yes,no,no,yes,no,no,one year,yes,mailed check,35.4,1748.9,no
1768-zaifu,female,1,no,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,25.2,25.2,yes
4671-lxrdq,male,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,45.0,96.45,yes
3733-lsyce,female,0,yes,no,15,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,no,bank transfer (automatic),75.35,1114.55,no
6265-frmtq,male,0,no,no,31,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.4,609.1,no
1934-sjvjk,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.15,20.15,yes
3838-ozurd,male,0,yes,no,66,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,credit card (automatic),105.0,7133.25,yes
1371-dwpaz,female,0,yes,yes,0,no,no phone service,dsl,yes,yes,yes,yes,yes,no,two year,no,credit card (automatic),56.05,1426.4,no
9269-cqool,male,0,no,yes,3,yes,no,dsl,no,no,no,no,yes,no,month-to-month,yes,credit card (automatic),54.7,169.45,yes
2017-ccblh,female,0,no,no,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.0,141.6,no
7690-kpncu,male,0,yes,yes,64,yes,no,dsl,yes,no,yes,no,yes,yes,one year,yes,credit card (automatic),73.05,4688.65,no
0536-bgfmz,female,0,yes,no,28,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.5,563.05,no
2293-ijwps,female,0,yes,no,57,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,credit card (automatic),100.75,5985.0,no
2845-hsjcy,female,0,yes,yes,14,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,electronic check,87.25,1258.6,yes
5469-nujur,male,0,no,no,19,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,19.95,373.5,no
1184-pjvdb,male,0,yes,no,10,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,79.95,857.2,yes
2625-trczq,female,0,yes,no,51,no,no phone service,dsl,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,49.65,2553.35,no
4102-hlenu,female,0,yes,no,67,yes,yes,dsl,yes,yes,yes,no,no,no,two year,no,mailed check,65.65,4322.85,no
7266-gssjx,male,0,yes,yes,11,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,20.45,250.8,no
7722-vjrqd,male,0,yes,yes,72,no,no phone service,dsl,yes,no,yes,yes,yes,yes,two year,no,bank transfer (automatic),60.95,4549.05,no
7073-qetqy,male,0,yes,yes,66,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,electronic check,20.35,1359.5,no
9415-dpews,female,0,no,no,18,yes,yes,fiber optic,no,no,no,yes,yes,no,month-to-month,yes,electronic check,88.35,1639.3,yes
5624-ryamh,female,0,no,no,9,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,19.5,178.85,no
0196-jtuqi,female,0,no,no,9,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),75.2,633.85,no
7130-yxbro,male,0,yes,no,48,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),111.45,5315.1,no
9272-lsvyh,male,0,no,no,10,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,70.15,735.5,no
7943-rqchr,female,0,no,no,9,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.75,889.9,yes
3793-mmfuh,female,1,no,no,13,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.05,1290.0,yes
3249-zpqrg,male,0,no,no,4,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,no,electronic check,78.45,330.05,yes
2568-brgyx,male,0,no,no,4,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.2,237.95,yes
3084-dowle,female,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),92.0,6474.4,no
1084-mnsmj,female,0,yes,yes,51,yes,no,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),85.5,4421.95,no
7721-jxeaw,male,0,yes,no,59,no,no phone service,dsl,no,yes,no,no,no,yes,month-to-month,yes,bank transfer (automatic),41.05,2452.7,yes
7249-wbiyx,male,0,yes,no,10,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,85.6,813.85,yes
4238-hfhsn,male,1,yes,no,61,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,82.15,4904.85,no
6250-cggun,male,0,no,no,54,yes,no,fiber optic,yes,no,yes,yes,no,no,one year,no,electronic check,84.4,4484.05,no
5478-jjvzk,female,0,no,no,33,yes,yes,dsl,yes,yes,no,no,no,no,month-to-month,yes,mailed check,60.9,2033.85,no
7596-iiwyc,female,0,no,no,27,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),20.25,538.2,no
6567-hoopw,female,1,no,no,1,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,79.2,79.2,yes
9793-wecqc,male,0,no,no,23,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,no,mailed check,95.3,2192.9,no
4291-hpaxl,male,0,no,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.85,19.85,no
8999-ypybv,male,0,yes,yes,45,yes,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,mailed check,84.35,3858.05,no
1839-fbnfr,female,0,yes,yes,39,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),19.85,854.8,no
3164-aalrn,male,0,no,no,5,yes,no,dsl,no,no,yes,no,yes,yes,one year,yes,mailed check,70.0,347.4,yes
3071-mvjcd,male,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,no,two year,no,bank transfer (automatic),82.3,5815.15,no
1697-bcshv,female,0,yes,yes,58,yes,yes,dsl,no,yes,no,no,yes,no,month-to-month,yes,bank transfer (automatic),66.8,3970.4,no
0562-kbdvm,female,0,no,no,70,no,no phone service,dsl,yes,yes,yes,yes,no,no,two year,yes,bank transfer (automatic),44.6,3058.15,no
1131-suekt,male,0,yes,yes,61,yes,no,fiber optic,no,yes,no,yes,yes,yes,one year,yes,bank transfer (automatic),98.45,6145.2,no
3717-oeauq,male,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,70.7,129.2,no
4538-wntmj,female,0,yes,yes,46,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,24.95,1165.9,no
3334-cthol,female,0,no,no,1,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),49.95,49.95,yes
4704-eryfc,female,0,yes,no,22,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.25,1554.0,yes
9432-ruvsl,female,0,no,no,48,yes,no,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),102.5,4904.25,no
8060-hiwjj,male,0,no,no,64,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,no,credit card (automatic),86.55,5632.55,no
7684-xsziy,male,0,yes,yes,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),24.3,1643.25,no
9089-uowjg,female,0,yes,yes,12,yes,no,dsl,no,no,yes,no,yes,no,month-to-month,yes,credit card (automatic),58.35,740.55,no
8621-mnihh,female,1,yes,no,34,yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,94.25,3217.55,yes
8039-aclpl,female,0,yes,yes,72,yes,no,dsl,yes,yes,yes,no,no,yes,two year,no,credit card (automatic),68.75,4888.2,no
9885-aibvb,male,0,yes,no,29,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,85.8,2440.25,no
1934-mkpxs,male,0,yes,yes,33,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),20.1,620.55,no
2592-ykdif,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.35,20.35,no
2272-jkmsi,female,0,yes,yes,62,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,electronic check,110.8,6840.95,no
0471-lvhgk,male,0,yes,no,41,yes,yes,dsl,no,no,yes,no,yes,yes,one year,yes,electronic check,73.0,3001.2,yes
9518-rwhzl,female,0,no,no,64,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,credit card (automatic),100.05,6254.2,yes
8714-ctzjw,female,0,no,no,4,yes,no,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,credit card (automatic),82.85,319.6,no
3569-edbpq,female,0,no,no,24,yes,yes,fiber optic,yes,no,no,yes,no,no,month-to-month,yes,electronic check,84.35,1938.05,no
3131-nwvfj,female,0,yes,yes,14,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.55,294.5,no
7521-yxvzy,male,0,no,yes,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.95,58.3,no
5419-conwx,female,1,no,no,4,yes,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,credit card (automatic),99.8,442.85,yes
6240-eurks,female,0,no,yes,18,no,no phone service,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic check,35.0,553.0,yes
2373-ntkod,male,0,no,no,8,yes,no,dsl,no,no,no,no,yes,yes,month-to-month,yes,electronic check,66.25,546.45,no
1970-kkfwl,female,0,no,no,35,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),23.3,797.1,no
6960-hvyxr,female,0,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,76.0,76.0,yes
9337-srrni,male,0,no,yes,66,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),25.3,1673.8,no
0895-uadgo,male,0,no,yes,8,no,no phone service,dsl,yes,no,no,yes,no,yes,two year,yes,mailed check,44.55,343.45,no
5678-vfneq,female,0,yes,no,71,yes,yes,fiber optic,yes,no,yes,no,yes,yes,one year,yes,credit card (automatic),104.1,7412.25,no
5977-ckhon,female,0,yes,yes,43,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,bank transfer (automatic),92.55,4039.0,no
7024-ohcck,female,1,no,no,2,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,93.85,170.85,yes
2692-bucfv,male,1,no,no,29,yes,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),101.45,2948.6,no
7861-uvuft,female,0,yes,no,15,yes,no,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,electronic check,84.3,1308.4,yes
1830-ggfnm,male,0,yes,yes,65,yes,yes,fiber optic,yes,yes,yes,yes,no,no,two year,no,credit card (automatic),94.55,6078.75,no
5302-bdjnt,male,0,no,no,35,yes,yes,fiber optic,no,no,yes,yes,yes,no,month-to-month,no,electronic check,95.5,3418.2,no
5223-uzavk,male,0,no,no,64,yes,no,fiber optic,yes,yes,no,no,yes,yes,one year,yes,credit card (automatic),100.3,6603.8,no
4859-zsrdz,female,0,yes,yes,58,no,no phone service,dsl,no,no,yes,yes,yes,yes,two year,yes,credit card (automatic),55.5,3166.9,no
5651-wyiph,female,1,no,no,18,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,credit card (automatic),49.85,865.75,no
9350-vlhmb,male,0,yes,yes,67,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,bank transfer (automatic),89.55,6373.1,no
3498-lzgqz,male,0,yes,yes,63,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,19.15,1177.05,no
8785-cjshh,female,0,yes,no,60,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,99.8,5985.75,no
5357-tzhpp,male,1,no,no,9,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,credit card (automatic),84.4,732.5,yes
3870-spzsi,female,0,yes,yes,70,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),113.05,7869.05,no
0680-dfnny,male,0,yes,no,15,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,101.1,1504.05,yes
7560-qrbxh,female,0,no,yes,48,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.95,936.7,no
7077-xjmet,male,0,yes,no,12,yes,no,dsl,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,74.15,741.4,no
8752-ghjfu,male,1,yes,no,71,yes,yes,fiber optic,yes,yes,yes,yes,no,no,one year,yes,electronic check,92.0,6585.2,no
6896-srvyq,male,1,no,no,44,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,no,electronic check,73.85,3122.4,no
7767-uxagj,male,0,no,no,1,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,50.45,50.45,yes
4652-odevh,male,0,yes,yes,45,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,24.45,1088.25,no
6510-upnks,female,0,no,no,23,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),24.8,615.35,no
6718-bdghg,female,0,yes,no,43,yes,yes,dsl,no,no,no,yes,yes,no,one year,yes,bank transfer (automatic),64.85,2908.2,no
9046-dqmtp,male,0,no,no,35,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),20.75,739.9,no
6439-lajxl,male,0,yes,no,9,yes,no,dsl,yes,yes,no,yes,yes,no,month-to-month,yes,mailed check,68.95,593.85,no
1571-savhk,male,0,no,no,12,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,mailed check,99.95,1132.75,yes
9052-vkduw,female,1,yes,no,65,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,yes,credit card (automatic),109.4,7227.45,no
9546-cqjsu,female,0,no,no,2,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,electronic check,91.4,193.6,yes
1666-jzpzt,male,0,no,no,27,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,49.0,1291.35,no
5777-kjirb,female,0,no,no,40,yes,no,dsl,no,no,yes,no,no,no,one year,yes,mailed check,50.25,2023.55,no
0506-lvngn,female,1,no,no,5,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,credit card (automatic),75.55,349.65,yes
7677-sjjjk,male,0,yes,yes,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),19.9,153.95,no
2480-ejwyp,female,1,yes,no,58,yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,yes,bank transfer (automatic),97.8,5458.8,no
3253-hkokl,female,0,yes,yes,52,yes,no,fiber optic,yes,no,yes,no,yes,yes,one year,no,electronic check,100.3,5244.45,no
7055-hneoj,male,0,yes,no,3,yes,no,dsl,no,no,yes,yes,no,no,month-to-month,yes,mailed check,55.8,154.55,no
5514-yqent,male,0,no,yes,41,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,electronic check,111.15,4507.15,no
3211-aapkx,male,0,no,no,20,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,mailed check,98.55,2031.95,no
8445-dnbae,male,0,no,yes,1,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,50.05,50.05,no
2951-qoqtk,male,0,no,yes,4,yes,yes,fiber optic,no,no,no,yes,no,no,month-to-month,no,credit card (automatic),80.8,332.45,yes
2958-nhpps,male,0,no,no,23,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,20.85,473.9,no
6806-ydeul,female,1,no,no,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),19.5,106.8,no
1735-xmjvh,male,0,yes,yes,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.35,152.6,no
6890-pfrqx,male,0,no,no,18,yes,yes,dsl,yes,no,yes,no,yes,no,month-to-month,no,mailed check,69.5,1199.4,no
0222-cnvpt,male,1,no,no,52,no,no phone service,dsl,yes,no,no,no,yes,yes,month-to-month,yes,credit card (automatic),48.8,2555.05,no
5899-ouvkv,male,0,no,no,31,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,94.5,2979.2,no
8681-icons,male,0,yes,yes,29,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.65,654.85,no
1621-yncjh,female,0,yes,no,36,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,two year,yes,credit card (automatic),106.05,3834.4,no
3473-xiiit,female,0,yes,no,16,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,100.0,1534.75,yes
6362-qhafm,male,0,yes,no,42,yes,yes,fiber optic,no,no,yes,yes,yes,yes,one year,yes,electronic check,108.3,4586.15,no
7893-ixhrq,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,20.55,20.55,yes
